city,timestamp,temperature,season
New York,2010-01-01,13.795889609555896,winter
New York,2010-01-02,5.637162558432402,winter
New York,2010-01-03,-4.535477892820851,winter
New York,2010-01-04,-2.8878562447601794,winter
New York,2010-01-05,-1.723135819762429,winter
New York,2010-01-06,-3.1859394814680666,winter
New York,2010-01-07,1.9768384455659822,winter
New York,2010-01-08,-5.073705027043939,winter
New York,2010-01-09,-0.8938008765910239,winter
New York,2010-01-10,0.1317482631589377,winter
New York,2010-01-11,-1.0627755644307466,winter
New York,2010-01-12,-1.5321605481728136,winter
New York,2010-01-13,-2.6757075690041536,winter
New York,2010-01-14,6.208454471747659,winter
New York,2010-01-15,0.6473190584721457,winter
New York,2010-01-16,3.4623903064299815,winter
New York,2010-01-17,0.2528072205753978,winter
New York,2010-01-18,-1.0588853335434019,winter
New York,2010-01-19,-3.3851022259187866,winter
New York,2010-01-20,4.3727186974210825,winter
New York,2010-01-21,-3.5618993310119973,winter
New York,2010-01-22,-3.2939405753653084,winter
New York,2010-01-23,4.315417621787046,winter
New York,2010-01-24,-0.7273222317163679,winter
New York,2010-01-25,0.6756267560180655,winter
New York,2010-01-26,6.743400458299363,winter
New York,2010-01-27,0.5556671117082651,winter
New York,2010-01-28,-0.07533065376266913,winter
New York,2010-01-29,-4.447730565743201,winter
New York,2010-01-30,-5.573672767919691,winter
New York,2010-01-31,-7.125801523909841,winter
New York,2010-02-01,2.6721454780781717,winter
New York,2010-02-02,-2.629442146010988,winter
New York,2010-02-03,4.010217303931567,winter
New York,2010-02-04,-2.7285009671247162,winter
New York,2010-02-05,9.558211545378912,winter
New York,2010-02-06,-1.7020312653304006,winter
New York,2010-02-07,-1.9202606576800192,winter
New York,2010-02-08,5.337011431735304,winter
New York,2010-02-09,-3.6620519618122556,winter
New York,2010-02-10,9.352720585506562,winter
New York,2010-02-11,-0.3536028474225789,winter
New York,2010-02-12,-3.450083397832326,winter
New York,2010-02-13,3.5202399059760925,winter
New York,2010-02-14,-2.4817181026420383,winter
New York,2010-02-15,-4.1815453762707,winter
New York,2010-02-16,-5.883969684496343,winter
New York,2010-02-17,2.603026690095589,winter
New York,2010-02-18,5.763644683227447,winter
New York,2010-02-19,-6.895673649896867,winter
New York,2010-02-20,-0.32532122294486077,winter
New York,2010-02-21,-0.6415981088300517,winter
New York,2010-02-22,-1.6572700533647797,winter
New York,2010-02-23,6.755166757562018,winter
New York,2010-02-24,4.525747829719425,winter
New York,2010-02-25,1.7322944023544464,winter
New York,2010-02-26,4.2184672551195055,winter
New York,2010-02-27,5.455180498385036,winter
New York,2010-02-28,10.362728972099202,winter
New York,2010-03-01,8.331246639535388,spring
New York,2010-03-02,8.554415965248651,spring
New York,2010-03-03,13.718399756907345,spring
New York,2010-03-04,17.926673980740308,spring
New York,2010-03-05,21.456472921716834,spring
New York,2010-03-06,11.152255431900713,spring
New York,2010-03-07,12.894213566533484,spring
New York,2010-03-08,7.939772611127685,spring
New York,2010-03-09,5.616275052218637,spring
New York,2010-03-10,4.859747612749605,spring
New York,2010-03-11,10.984752384310017,spring
New York,2010-03-12,6.298034331289252,spring
New York,2010-03-13,3.3300070544157343,spring
New York,2010-03-14,5.068590055441935,spring
New York,2010-03-15,15.170682294459288,spring
New York,2010-03-16,11.870740689329738,spring
New York,2010-03-17,6.74621502023169,spring
New York,2010-03-18,11.556322163816123,spring
New York,2010-03-19,17.651752481586215,spring
New York,2010-03-20,13.416914607919615,spring
New York,2010-03-21,-1.5341818749412628,spring
New York,2010-03-22,2.451274279802899,spring
New York,2010-03-23,3.9415688128119664,spring
New York,2010-03-24,15.161139895176616,spring
New York,2010-03-25,24.113280440143146,spring
New York,2010-03-26,13.773128457139693,spring
New York,2010-03-27,17.55783677485782,spring
New York,2010-03-28,21.905157852114534,spring
New York,2010-03-29,3.222917445795934,spring
New York,2010-03-30,4.465690912384389,spring
New York,2010-03-31,11.240693367705664,spring
New York,2010-04-01,-0.6310882056186218,spring
New York,2010-04-02,6.293568121112493,spring
New York,2010-04-03,13.229265661352729,spring
New York,2010-04-04,8.23441413282463,spring
New York,2010-04-05,15.185057057660936,spring
New York,2010-04-06,3.5703040411856857,spring
New York,2010-04-07,11.436368142938601,spring
New York,2010-04-08,14.116775617321505,spring
New York,2010-04-09,4.998823374887226,spring
New York,2010-04-10,8.171641756469512,spring
New York,2010-04-11,9.345720329292604,spring
New York,2010-04-12,7.388113183248412,spring
New York,2010-04-13,14.28177599583581,spring
New York,2010-04-14,9.359100930569996,spring
New York,2010-04-15,7.000929425603303,spring
New York,2010-04-16,15.243998064921918,spring
New York,2010-04-17,4.433849339151773,spring
New York,2010-04-18,9.559926335266445,spring
New York,2010-04-19,14.289225403559454,spring
New York,2010-04-20,16.22283442792268,spring
New York,2010-04-21,16.65210330375469,spring
New York,2010-04-22,-2.9874558930724238,spring
New York,2010-04-23,9.305237312912427,spring
New York,2010-04-24,4.169929161390966,spring
New York,2010-04-25,16.00479854485347,spring
New York,2010-04-26,5.537691780356698,spring
New York,2010-04-27,8.052509642820889,spring
New York,2010-04-28,9.809546445180715,spring
New York,2010-04-29,6.054124238533319,spring
New York,2010-04-30,7.9497470820606955,spring
New York,2010-05-01,13.91684680047429,spring
New York,2010-05-02,2.235524111167294,spring
New York,2010-05-03,11.34480729667787,spring
New York,2010-05-04,8.098482849208475,spring
New York,2010-05-05,19.4156569494127,spring
New York,2010-05-06,15.37084510942051,spring
New York,2010-05-07,8.37189851954873,spring
New York,2010-05-08,6.38530098950292,spring
New York,2010-05-09,6.693378026888654,spring
New York,2010-05-10,7.47246598605522,spring
New York,2010-05-11,5.925046699946041,spring
New York,2010-05-12,14.687274136622147,spring
New York,2010-05-13,18.21106386884016,spring
New York,2010-05-14,1.9737366549415891,spring
New York,2010-05-15,12.01567879978711,spring
New York,2010-05-16,8.157895269778956,spring
New York,2010-05-17,13.38957114935892,spring
New York,2010-05-18,15.47733945055269,spring
New York,2010-05-19,11.571867170195846,spring
New York,2010-05-20,13.19979427151334,spring
New York,2010-05-21,14.120745406943497,spring
New York,2010-05-22,18.23095231787058,spring
New York,2010-05-23,3.9059244409379748,spring
New York,2010-05-24,3.5527725557615284,spring
New York,2010-05-25,4.466032221209799,spring
New York,2010-05-26,7.256933351831244,spring
New York,2010-05-27,11.536499518716274,spring
New York,2010-05-28,9.041802654801302,spring
New York,2010-05-29,11.089251202403945,spring
New York,2010-05-30,10.253734687671717,spring
New York,2010-05-31,4.81426197605972,spring
New York,2010-06-01,18.292205971318797,summer
New York,2010-06-02,24.025482431114472,summer
New York,2010-06-03,35.74310208962379,summer
New York,2010-06-04,25.536844979047444,summer
New York,2010-06-05,38.66381081850476,summer
New York,2010-06-06,27.716114238973386,summer
New York,2010-06-07,26.21612579857633,summer
New York,2010-06-08,20.289991154985586,summer
New York,2010-06-09,23.064984263825,summer
New York,2010-06-10,29.849080931693624,summer
New York,2010-06-11,31.900761106962513,summer
New York,2010-06-12,19.929468325200947,summer
New York,2010-06-13,25.29112867955455,summer
New York,2010-06-14,36.534974327101075,summer
New York,2010-06-15,22.167497137100092,summer
New York,2010-06-16,25.842286318247623,summer
New York,2010-06-17,34.56593724283823,summer
New York,2010-06-18,22.96797367878874,summer
New York,2010-06-19,32.08267567475672,summer
New York,2010-06-20,31.471678747045438,summer
New York,2010-06-21,20.503539061931452,summer
New York,2010-06-22,20.69974602384007,summer
New York,2010-06-23,20.07030138798946,summer
New York,2010-06-24,23.861638585638378,summer
New York,2010-06-25,20.2336381017164,summer
New York,2010-06-26,34.67316694177284,summer
New York,2010-06-27,33.66761440439468,summer
New York,2010-06-28,18.179903452941907,summer
New York,2010-06-29,24.10223811706571,summer
New York,2010-06-30,22.021919677317044,summer
New York,2010-07-01,21.592852062194826,summer
New York,2010-07-02,20.699857221630666,summer
New York,2010-07-03,22.78367016971195,summer
New York,2010-07-04,16.60793435189556,summer
New York,2010-07-05,30.282512446457144,summer
New York,2010-07-06,12.996063434076223,summer
New York,2010-07-07,16.841502594750164,summer
New York,2010-07-08,24.599128833870186,summer
New York,2010-07-09,25.884179693014257,summer
New York,2010-07-10,25.95274101537562,summer
New York,2010-07-11,24.309208005293552,summer
New York,2010-07-12,15.1545332866076,summer
New York,2010-07-13,26.684855489601656,summer
New York,2010-07-14,20.807403350180273,summer
New York,2010-07-15,18.421144960943348,summer
New York,2010-07-16,29.60730896168149,summer
New York,2010-07-17,16.70549060643144,summer
New York,2010-07-18,29.421030305330657,summer
New York,2010-07-19,30.546550064950928,summer
New York,2010-07-20,16.105819506958582,summer
New York,2010-07-21,25.982005073181085,summer
New York,2010-07-22,17.049374922232705,summer
New York,2010-07-23,24.548832381166854,summer
New York,2010-07-24,17.58472150738555,summer
New York,2010-07-25,24.836104290196268,summer
New York,2010-07-26,23.680734047586938,summer
New York,2010-07-27,27.255025447191382,summer
New York,2010-07-28,32.648403397800614,summer
New York,2010-07-29,18.406996416662007,summer
New York,2010-07-30,19.007638757989305,summer
New York,2010-07-31,26.76890839899244,summer
New York,2010-08-01,28.346719268724694,summer
New York,2010-08-02,25.248269044026273,summer
New York,2010-08-03,27.790943777493627,summer
New York,2010-08-04,23.357112317611826,summer
New York,2010-08-05,30.14722984405863,summer
New York,2010-08-06,20.164177049318216,summer
New York,2010-08-07,23.018797813204813,summer
New York,2010-08-08,29.760772919031357,summer
New York,2010-08-09,27.326727464529203,summer
New York,2010-08-10,29.19939541857804,summer
New York,2010-08-11,34.36059884019662,summer
New York,2010-08-12,29.40735838303429,summer
New York,2010-08-13,18.945823932908286,summer
New York,2010-08-14,26.609044587707796,summer
New York,2010-08-15,31.823549489098507,summer
New York,2010-08-16,27.677026732309404,summer
New York,2010-08-17,32.73480043676043,summer
New York,2010-08-18,25.39785103716781,summer
New York,2010-08-19,28.652249942305197,summer
New York,2010-08-20,28.008252373851676,summer
New York,2010-08-21,22.657784727817994,summer
New York,2010-08-22,20.35601911798258,summer
New York,2010-08-23,22.149572134190958,summer
New York,2010-08-24,23.664163348486948,summer
New York,2010-08-25,23.349493072551333,summer
New York,2010-08-26,26.61187610266837,summer
New York,2010-08-27,17.85431935016985,summer
New York,2010-08-28,23.95533694295187,summer
New York,2010-08-29,29.461716920847216,summer
New York,2010-08-30,26.673520742738443,summer
New York,2010-08-31,26.421914885076987,summer
New York,2010-09-01,12.571017905663807,autumn
New York,2010-09-02,8.295930735878466,autumn
New York,2010-09-03,3.1350103109561545,autumn
New York,2010-09-04,20.137732376887286,autumn
New York,2010-09-05,11.077518861589393,autumn
New York,2010-09-06,13.823238986188358,autumn
New York,2010-09-07,14.343294810454584,autumn
New York,2010-09-08,22.32756033746606,autumn
New York,2010-09-09,20.03449468094015,autumn
New York,2010-09-10,20.579745320801756,autumn
New York,2010-09-11,17.755183376208443,autumn
New York,2010-09-12,6.4708040394057695,autumn
New York,2010-09-13,11.084961724575198,autumn
New York,2010-09-14,15.772914511151914,autumn
New York,2010-09-15,16.384122773273198,autumn
New York,2010-09-16,5.1309286945637735,autumn
New York,2010-09-17,15.654203696532408,autumn
New York,2010-09-18,16.738579079717436,autumn
New York,2010-09-19,13.704129351983552,autumn
New York,2010-09-20,14.50020167869343,autumn
New York,2010-09-21,12.943008028708572,autumn
New York,2010-09-22,14.35008029746305,autumn
New York,2010-09-23,14.602568218205938,autumn
New York,2010-09-24,23.771050956255873,autumn
New York,2010-09-25,10.885317872199499,autumn
New York,2010-09-26,19.26348317321709,autumn
New York,2010-09-27,17.22889287085395,autumn
New York,2010-09-28,15.862160368601531,autumn
New York,2010-09-29,15.234140732597814,autumn
New York,2010-09-30,17.11711673148073,autumn
New York,2010-10-01,21.307228300565455,autumn
New York,2010-10-02,7.990371193989302,autumn
New York,2010-10-03,14.575051916878202,autumn
New York,2010-10-04,23.06144769674929,autumn
New York,2010-10-05,19.718605851166892,autumn
New York,2010-10-06,18.66457168310501,autumn
New York,2010-10-07,18.21301006067178,autumn
New York,2010-10-08,11.222722220401458,autumn
New York,2010-10-09,12.961371698957635,autumn
New York,2010-10-10,12.162432192004543,autumn
New York,2010-10-11,20.51158439521826,autumn
